,Subject-ID,Label,CH22_Sim-corr,CH23_A-P2P,CH23_E-Shannon,CH23_Sim-corr,CH24_Sim-corr,CH26_A-P2P,CH26_A-RMS,CH25_meanRR,CH25_slopeRR,Label_ord
16,20120713-09_w_21,level_zero,0.0254266337201118,31.1158479918095,4.65030377716078,0.0763244072009898,0.0354617286838719,0.0440000000000005,12.061671494639,0.7232186326331895,-0.013727678571428467,0
17,20120713-09_w_21,level_one,0.0279960328674517,48.8723153738871,5.17788246958799,0.25844895299558,0.0551227297843308,0.0410000000000004,12.0188025828738,0.7478342179808036,-0.007087053571428515,1
18,20120713-09_w_21,level_zero,0.0117407976596818,47.9091265474125,4.43114906775953,0.0552953404476598,0.0161902432767666,0.0410000000000004,11.9834725127409,0.7555787076296853,0.008482142857142922,0
19,20120713-09_w_21,level_two,0.036000538408176,51.0681720966502,4.48156883539488,0.163712346283624,0.0641387654484531,0.0440000000000005,11.9358550611816,0.7504771367506095,0.006361607142857163,2
20,20120713-09_w_21,level_four,0.0410335825375428,168.75274450236,5.99624900796121,0.0499968224083852,0.00643000235051662,0.309999999999999,12.0029131576968,0.6814155653889853,-0.029366629464285695,4
21,20120713-09_w_21,level_three,0.0335335419217798,43.5622261906939,3.46417061204219,0.00714274108565093,0.0218258394919882,0.172000000000001,12.4468135338857,0.7381937922765917,0.0009486607142857506,3
22,20120713-09_w_21,level_four,0.0214728793665547,79.7881663502992,5.58269073845826,0.197597893078617,0.0261524230049043,0.145999999999999,12.4656168991736,0.6930530032267866,-0.01339285714285716,4
23,20120713-09_w_21,level_three,0.0354271405055715,28.94174027741,3.55655049132468,0.0626826294726775,0.0327613481852456,0.107000000000001,13.0064035832233,0.685734635148411,0.011579241071428584,3
24,20120713-09_w_21,level_three,0.00374853417212154,61.1978287098741,4.46369544078642,0.0365881094316245,0.0104024679229299,0.155999999999999,12.7900685494853,0.67814072782075,-6.9754464285687e-05,3
25,20120713-09_w_21,level_three,0.0293048632915537,49.2433511358509,4.54429333004119,0.0574982369829443,0.0108438317100118,0.105,12.7719796895915,0.6845296437511649,0.00244140625000004,3
26,20120713-09_w_21,level_three,0.00955711505137578,92.0939266670001,6.0056476204641,0.00578520041124963,0.0213212767863379,0.126999999999999,12.9297147393115,0.6662245296445881,-0.0034179687500000143,3
27,20120713-09_w_21,level_four,0.00510836990220057,312.744370209489,5.7494117124076,0.025152854707184,0.00459899853034375,0.524999999999999,12.6671820564533,0.6598506822041514,-0.007952008928571414,4
28,20120713-09_w_21,level_four,0.0701523417578478,141.972458224137,6.32512942862107,0.180121944492079,0.0225311239769195,0.611000000000001,13.2401556298345,0.7008511900686886,-0.00027901785714284184,4
29,20120713-09_w_21,level_one,0.0336376260565927,25.4774441526048,2.91814302320619,0.179469282658676,0.00124040428826288,0.305,13.5643061224655,0.7122121099126719,-0.02022879464285715,1
30,20120713-09_w_21,level_zero,0.0791100779645237,16.3146249774377,2.2319455587319,0.2280465662762,0.0582515536244519,0.125,13.2942892000437,0.7135306788656702,-0.020577566964285737,0
31,20120713-09_w_21,level_two,0.0168401851143487,43.8429700823941,5.32195981687155,0.151254422971648,0.0106756842288329,0.116999999999999,13.296720011381,0.6660432744235908,-0.004813058035714294,2
32,20120713-09_w_21,level_two,0.0132080976830726,15.2604218068451,2.25037654952865,0.0801533997053122,0.00735256770277551,0.116,13.0594682228413,0.686097508659678,-0.017857142857142873,2
33,20120713-09_w_21,level_three,0.0367759587811034,80.9900571529659,5.48219601244992,0.150122747212727,0.0122893105483982,0.137,12.9105313181499,0.651194056699941,-0.003301711309523845,3
34,20120713-09_w_21,level_two,0.027152898407695,26.7984366062656,2.62549426210724,0.160226951545318,0.0531375088599664,0.147,13.0130524099104,0.7230012913477856,-0.020159040178571428,2
35,20120713-09_w_21,level_four,0.0174555130515466,173.980215047142,5.90153487177057,0.212176225001184,0.018432715450501,0.193000000000001,12.7889469451384,0.6814622422872498,-0.0060686383928571525,4
36,20120713-09_w_21,level_one,0.00371558878281394,12.579642476695,1.64021601498863,0.0231463934952353,0.0284131995405363,0.122999999999999,12.9518689387572,0.6834842637958909,-0.01618303571428571,1
37,20120713-09_w_21,level_zero,0.0506475820192761,24.6660870782598,2.58552581692959,0.108372634263861,0.231028543703782,0.129999999999999,12.7382745320115,0.7778998006196569,0.011886160714285705,0
39,20120713-09_w_21,level_zero,0.00367521118912915,26.6123142632441,1.33512182125011,0.0451699256930421,0.101058935293121,0.0669999999999984,12.5035946336592,0.7115515749834614,0.00544084821428567,0
40,20120713-09_w_21,level_three,0.0270106867135885,50.1421966327499,5.69528866554071,0.0768604657691074,0.0279916267731292,0.232999999999999,12.5176851603023,0.6550026615850522,-0.016113281249999965,3
41,20120713-09_w_21,level_one,0.00106080909194517,10.4549756605887,2.00300749803064,0.0854067953911498,0.0297134006445056,0.148,12.8501759766063,0.677258801132558,-0.006487165178571425,1
42,20120713-09_w_21,level_zero,0.0154318432562185,30.3425402989262,2.96811881618447,0.0352300643362316,0.059113704435703,0.0690000000000008,12.765776185824,0.7114452579801529,-0.022460937500000035,0
43,20120713-09_w_21,level_four,0.014234830665302,223.5355867168,6.06728845601136,0.160313032237642,0.00694534787472044,0.346,12.6340449664693,0.6837683980628619,0.0025809151785714324,4
44,20120713-09_w_21,level_three,0.0504946833329256,61.0782099985811,6.00443780545312,0.0170846595024004,0.0247583049267334,0.244999999999999,12.8812290783407,0.673471814872186,-0.019810267857142842,3
45,20120713-09_w_21,level_four,0.00914863496100578,74.9819609538544,5.79200458544306,0.162328237882482,0.0125774042754303,0.616,12.5383436684363,0.6638454852928423,0.0062779017857142886,4
46,20120713-09_w_21,level_one,0.0125828270548656,26.7017493067013,3.11918290835607,0.0663796381587873,0.0667083100110955,0.0960000000000001,12.6694739666416,0.661594026201869,-0.0055803571428571,1
47,20120713-09_w_21,level_zero,0.0476137538120025,24.4991284068314,1.77300026332766,0.0606834235848671,0.147418638899074,0.0660000000000007,12.6609505568296,0.7954509919780377,0.016573660714285673,0
48,20120713-09_w_21,level_four,0.0210899340898277,104.980324960218,6.34869019980104,0.0796736880867892,0.00891370313360058,0.353999999999999,12.5260756806937,0.6190489062067904,-0.009393601190476249,4
49,20120713-09_w_21,level_three,0.0565775808563428,61.3529446331325,5.84737872960755,0.268680893585866,0.0531882034387975,0.131,12.782986342524,0.6461723412476923,-0.011067708333333344,3
50,20120713-09_w_21,level_one,0.0119704458924309,18.4657089336286,1.7323356315153,0.011850982505024,0.0702911086172375,0.225,13.0518236946189,0.6780987168103709,-0.004952566964285748,1
51,20120713-09_w_21,level_zero,0.0142661257681202,30.1732678646374,2.50070043465881,0.0494855164543759,0.0436519548941481,0.141,12.9941687902232,0.7209990556708084,-0.022670200892857133,0
53,20120713-09_w_21,level_zero,0.0429556895124598,20.3008331050957,1.0172912649266,0.0839590600187719,0.0195014819784731,0.048,12.7735990075053,0.7055620666080672,-0.008789062500000016,0
54,20120713-09_w_21,level_three,0.00445445147336656,65.0145904660384,5.23568482855529,0.202328232237017,0.0323311809902981,0.594999999999999,12.8513905173457,0.6527913096675417,0.011044456845238094,3
55,20120713-09_w_21,level_three,0.0133967999167603,46.2658648976465,5.00434373952113,0.0499355347323479,0.014217408689011,0.285,12.6864866361405,0.647557744423992,-0.005929129464285696,3
56,20120713-09_w_21,level_three,0.00328372086736167,43.8217964458768,5.38886872614416,0.0265633240235005,0.0481589145833614,0.0780000000000012,12.8133654612155,0.7207737568438822,-0.017968749999999988,3
57,20120713-09_w_21,level_one,0.0356932706653215,34.3383283203933,3.34008287095907,0.128582055316996,0.0133681877457947,0.048,12.7712900406655,0.6699444399679225,-0.0020926339285714172,1
58,20120713-09_w_21,level_zero,0.246773658638672,36.8417554485281,4.0755211946597,0.0121505569586708,0.18727025951797,0.048,12.7246534912263,0.6338940525745566,-0.016276041666666685,0
59,20120713-09_w_21,level_four,0.0255976809956205,59.710263762907,5.20805061633052,0.102638315847075,0.045392431981941,0.144,12.684501254396,0.697813770751124,-0.035505022321428555,4
60,20120713-09_w_21,level_four,0.00590939778509556,29.6489378718898,5.1804897983138,0.118274857756306,0.00223194852386049,0.270999999999999,12.7406812668063,0.65705919529811,-0.018484933035714263,4
61,20120713-09_w_21,level_three,0.0450482788032527,56.9370813657091,5.58715219768653,0.0510385510700542,0.0227538999957921,0.101000000000001,12.4651091885596,0.6523874510123018,-0.00611514136904764,3
62,20120713-09_w_21,level_two,0.0016669643528687,21.5711828708338,1.1893480122758,0.0833545912227985,0.0212631332518393,0.109,12.5120669762192,0.6869195597686588,-0.02113560267857144,2
63,20120713-09_w_21,level_two,0.0303007987423429,22.2997626192809,2.03946991941331,0.0381161741530582,0.0088207917558049,0.0690000000000008,12.3954490463518,0.707047744619424,0.02287946428571431,2
64,20120713-09_w_21,level_two,0.0127998784110931,29.5761032570804,3.90153946741344,0.116807853543206,0.0541632774015317,0.0739999999999998,12.3135520106185,0.6773545749519524,-0.00027901785714284184,2
65,20120713-09_w_21,level_four,0.0109651816331116,91.7719460466032,6.00011510279903,0.0530428503488257,0.00133747435060433,0.0849999999999991,12.3498479057865,0.606426735218509,-0.008347284226190507,4
66,20120713-09_w_21,level_two,0.0547946672265152,53.1121312182888,5.11477262010529,0.198497498486159,0.00755092742963965,0.135,12.5948506952162,0.6705321348033074,0.01994977678571429,2
67,20120713-09_w_21,level_two,0.00824584584354137,28.3787231085382,2.71370295123764,0.0245222696650577,0.0831059267160697,0.0990000000000002,12.3549584904042,0.688247912033937,0.0186941964285714,2
68,20120713-09_w_21,level_three,0.0187759070617974,24.848861015042502,3.55204700780531,0.0748653201019752,0.0262547868442511,0.151,12.2275391105357,0.6711759629086967,-0.01967075892857141,3
69,20120713-09_w_21,level_two,0.0069256186667701,45.4003444819958,4.48623706626496,0.0391641751163836,0.0423628875770998,0.0489999999999995,12.318443221968,0.6503518621016842,-0.005650111607142888,2
70,20120713-09_w_21,level_one,0.0309790785353824,23.66762905761,2.36913565646228,0.0506179210080165,0.036506182886002,0.0750000000000011,12.2835020544216,0.6963396111786148,0.0014648437500000653,1
71,20120713-09_w_21,level_zero,0.0546988864924757,30.162582750068,1.8592410616175,0.0547834536208557,0.0309186459637876,0.0409999999999986,12.223154709957,0.6901596561252686,0.006905691964285753,0
72,20120713-09_w_21,level_one,0.00579344336240354,17.7711943402677,2.58870990281376,0.105782923540355,0.0260202917911209,0.0339999999999989,12.1849717487246,0.6641825162744217,0.021065848214285744,1
73,20120713-09_w_21,level_zero,0.00544497089637099,27.1572276075191,2.66377081099118,0.201197322157406,0.0347197622483494,0.0370000000000008,12.161517143638,0.6933418787844514,-0.008370535714285724,0
74,20120713-09_w_21,level_four,0.0335668736280426,93.4350241544836,5.77056846243599,0.134285442374074,0.000427916781907494,0.166,12.13221199597,0.6437342071420611,-0.025390624999999986,4
75,20120713-09_w_21,level_three,0.0142419863774985,33.7759141646762,4.34549325936822,0.07890015073335,0.0215822932123503,0.165999999999999,12.3893857663763,0.699677659956768,-0.016252790178571452,3
76,20120713-09_w_21,level_one,0.00904972759750319,18.1114309254338,2.23732828390125,0.0790809362530479,0.0950909179968993,0.0540000000000003,12.225868924897,0.6964735880266684,-0.019880022321428586,1
77,20120713-09_w_21,level_zero,0.0034477112180357,20.5180587326105,0.863800226620014,0.019374558917253,0.0324391243111483,0.0549999999999997,12.1703980067136,0.6819646834828706,-0.01862444196428575,0
78,20120713-09_w_21,level_two,0.028111396206489,19.7683135154668,1.53894897295703,0.0665155680949592,0.0373001890528955,0.0409999999999986,12.1334506778343,0.6485069165119247,-0.00862630208333333,2
79,20120713-09_w_21,level_two,0.0151757940724232,24.8542899332571,2.83484842532722,0.0486940098971754,0.0277211106377324,0.0449999999999999,12.0521365961886,0.7561005279419993,0.019252232142857158,2
81,20120713-09_w_21,level_zero,0.0419915959241586,22.4434375154396,4.15448269293907,0.179850992122622,0.00907218864791141,0.0660000000000007,12.0395754124544,0.699802733549387,0.031110491071428582,0
82,20120713-09_w_21,level_one,0.0215845170620055,26.0067242433183,2.6754597337295,0.0514607516389827,0.0114732630388287,0.0500000000000007,11.9604822794682,0.6802092448240705,0.0119977678571428,1
83,20120713-09_w_21,level_zero,0.401584410241246,44.4940815866986,5.36806369711897,0.199387920296891,0.466347786614613,0.0489999999999995,11.9121732253613,0.6312880827547117,-0.0004417782738095325,0
84,20120713-09_w_21,level_two,0.0647065820050113,23.3014652269982,3.32857470310678,0.143725604371049,0.0298687609039701,0.0380000000000003,11.916719397889,0.623656853324015,-0.005952380952380962,2
85,20120713-09_w_21,level_four,0.0129280649013415,68.9857321296481,5.75749480953461,0.00776093286595226,0.0442492185035433,0.0749999999999993,11.9509714793832,0.6051804700453348,-0.017671130952380973,4
86,20120713-09_w_21,level_two,0.0195231319802552,16.2747248433134,0.890672690338555,0.109203572995041,0.0112464875782699,0.0969999999999995,12.0610870233405,0.804398383673944,-0.002845982142857089,2
87,20120713-09_w_21,level_four,0.0287411531930984,40.9275059527104,5.00794655310862,0.233866051973971,0.0281092395699663,0.325000000000001,11.988512892951,0.5968871411730116,-0.019686843291303966,4
88,20120713-09_w_21,level_four,0.0234920059068868,103.188737246282,6.28978082522059,0.210640086382772,0.00463001030050047,0.130000000000001,12.1828534638869,0.6264338288798826,-0.0013950892857142877,4
89,20120713-09_w_21,level_three,0.00915650887122837,22.8411858961119,3.86856302081042,0.132273957686559,0.0327195711281175,0.0649999999999995,12.0293685659806,0.6276062859781233,-0.0131138392857143,3
90,20120713-09_w_21,level_one,0.00419382631245011,15.6622505837467,0.950014586571941,0.0379479429049948,0.0117258869403637,0.132000000000001,12.0628578717368,0.6121943326877471,-0.010904947916666683,1
91,20120713-09_w_21,level_zero,0.0133644011797756,17.4861975984325,2.12266669278042,0.0421321691514188,0.00710600240272469,0.0600000000000005,11.9563714027137,0.7174602406841311,-0.01534598214285711,0
92,20120713-09_w_21,level_four,0.0269795406624564,84.1863360760004,5.80990041390967,0.256494704704164,0.0355017675348177,0.324,11.9713510750583,0.5450947256070444,-0.03127306258711667,4
93,20120713-09_w_21,level_three,0.00749903870776514,17.1695810107613,1.8244104485571,0.0321929488041543,0.00735619669567295,0.244999999999999,12.3259904542404,0.6775849425568321,0.011439732142857173,3
94,20120713-09_w_21,level_three,0.0193718497571789,17.8147885318643,1.21858491741599,0.0484681620098594,0.0407311899762092,0.0609999999999999,12.3979240024046,0.671441883966372,-0.0035574776785714172,3
95,20120713-09_w_21,level_four,0.0306858791181746,72.0394056487279,4.38650469291806,0.0471621571870142,0.0148903196965483,0.0899999999999999,12.3831872042628,0.6221912288857896,-0.021437872023809524,4
96,20120713-09_w_21,level_two,0.0119963280207231,40.9763840916869,1.85950195040909,0.0550596719061463,0.011635746095625,0.077,12.4110866022363,0.6446080128515836,-0.0007440476190476533,2
97,20120713-09_w_21,level_one,0.019054889468621,23.4517644148781,2.39816859581048,0.0409301561952765,0.0158073335560033,0.0500000000000007,12.3060497623437,0.6967622359373575,0.009695870535714265,1
98,20120713-09_w_21,level_zero,0.0336097794942518,25.1382344563357,1.26083564646222,0.0869937532194101,0.185125069751838,0.0429999999999993,12.2539553830154,0.6935089011251527,-0.002999441964285705,0
99,20120713-09_w_21,level_four,0.00558479302789543,43.6275252229452,5.21022562761592,0.155074298254105,0.0465322691982338,0.520999999999999,12.420779578182,0.6597743718306649,-0.01815941220238096,4
100,20120713-13_m_41,level_two,0.0136917859693852,233.631568138846,4.55116553000786,0.00797069786820339,0.0146866803449523,1.034,5.68571946433525,0.8643757208822614,-0.0001674107142857289,2
101,20120713-13_m_41,level_one,0.0118713986291938,170.355399188718,2.27446542501966,0.0310383302032547,0.0254920657070828,0.257,5.46265451754563,0.9268777092724039,-0.0031250000000000687,1
102,20120713-13_m_41,level_zero,0.0274014517580273,0.0,0.0,0.0,0.111736898783194,0.180000000000001,5.32678971419109,0.9305706378954006,-0.01992187499999999,0
103,20120713-13_m_41,level_two,0.00377141170691337,117.525559205114,3.45558371787245,0.00891339595607158,0.0437478131188895,0.126,5.22044455237854,0.9924504054246811,-0.015820312499999916,2
104,20120713-13_m_41,level_one,0.0107840365482807,0.0,0.0,0.0,0.058621611528191,0.129,5.14670519216985,0.977384504329265,-0.0015624999999999233,1
105,20120713-13_m_41,level_zero,0.0285783257108923,0.0,0.0,0.0,0.126394893020935,0.0999999999999996,5.08306159775809,0.8971998543541814,-0.01425781249999999,0
106,20120713-13_m_41,level_three,0.0217785003763902,159.722747630315,4.14417231119381,0.0239015719483874,0.00759087566214191,0.29,5.01878091020483,0.9495677466268079,-0.016210937500000088,3
107,20120713-13_m_41,level_three,0.0293275161274821,177.584126023929,3.28197786839747,0.018104838656486,0.00587025532515361,0.176,5.06489812276273,0.9068412713207196,-0.01152343750000006,3
108,20120713-13_m_41,level_three,0.0014249880702143,37.2956142285684,2.15730164198809,0.0175516726492089,0.0090868019761874,0.253,5.18563706890839,0.8728897025855626,-0.006361607142857093,3
109,20120713-13_m_41,level_two,0.0222811063004506,0.0,0.0,0.0,0.0255281874103638,0.0780000000000003,4.99265815317903,0.9350274431534678,-0.0033203125000001834,2
110,20120713-13_m_41,level_four,0.00915010896813779,380.959782340691,6.11829203007823,0.00981701855308371,0.0180833679479993,0.508,5.02503932505183,0.8865097158546185,-0.024386160714285655,4
111,20120713-13_m_41,level_two,0.0307921171746476,227.261564522896,2.48830335981103,0.0042275819547892,0.0372605675347988,0.0960000000000001,5.00542785802461,0.9779977238256656,-0.004101562500000103,2
112,20120713-13_m_41,level_one,0.00912832547860919,2.82912236710119,0.0122060970765547,0.01494022172228,0.0364231098801207,0.0529999999999999,4.79815022383261,0.9248123135252744,0.013867187499999909,1
113,20120713-13_m_41,level_zero,0.00464484010781727,0.672702856521553,0.26688179278241,0.0111484996835234,0.10971226648839,0.0939999999999994,4.74741693254518,0.9305663188351315,0.009570312499999931,0
114,20120713-13_m_41,level_four,0.0116039495726641,635.446378647363,6.00927552095174,0.00960713550211237,0.00842800033654365,0.359999999999999,4.74328662333675,0.8820493350074056,-0.024023437500000064,4
115,20120713-13_m_41,level_two,0.00837928906822902,39.4592009874533,3.53160929982984,0.0512304229476743,0.0221844926175848,0.295999999999999,4.91612616443871,0.9080104226671162,-0.04941406250000009,2
116,20120713-13_m_41,level_one,0.0205568203699779,0.0,0.0,0.0,0.0125255589632138,0.453,5.13979933507407,0.9953911310413552,-0.003124999999999968,1
117,20120713-13_m_41,level_zero,0.0216616898231213,4.48025226360082,0.0153803352878593,0.00506589512251973,0.0943489831966956,0.309,5.16991236968173,1.0050699655242343,-0.017578124999999875,0
119,20120713-13_m_41,level_zero,0.0534185062956226,5.83909213158108,0.305587292387297,0.00573628508706158,0.119439563597159,0.113,4.84453719499112,0.9182447492887301,-0.022460937500000076,0
120,20120713-13_m_41,level_two,0.000860329701804963,280.076360498757,3.57253044298153,0.0314792173225992,0.0212747837404437,0.295,4.86223198384752,0.9350385974575678,0.03554687500000015,2
121,20120713-13_m_41,level_three,0.00786998342812289,529.903032714087,5.79560907371015,0.0284582963993788,0.00833472061726838,0.106,4.75256077504361,0.8664053622035438,0.010742187499999901,3
122,20120713-13_m_41,level_one,0.0212592634289106,13.796958837504,0.0696946802866411,0.0252508405448624,0.00410891280445285,0.0789999999999997,4.79473094910803,0.9522737634598538,-0.008007812500000032,1
123,20120713-13_m_41,level_zero,0.0744675412461218,0.989953886086873,0.486541062676785,0.0112796750320285,0.0682000490099675,0.0979999999999999,4.73805271450012,0.8825587305359183,0.03964843749999999,0
124,20120713-13_m_41,level_three,0.0218685806842268,326.866128907175,5.84398632481004,0.00431372138553982,0.011945769021492,0.244000000000001,4.67884696333225,0.9263541285674926,-0.008984375000000036,3
125,20120713-13_m_41,level_four,0.000138832744017677,228.829704771682,3.46913760233779,0.00459678777564178,0.0115825791663495,0.714,4.93075142795725,0.8895970497195352,-0.023046875000000088,4
126,20120713-13_m_41,level_one,0.0102289598040275,0.0443793981627323,0.00317474272384884,0.00171327181103052,0.0273685635281291,0.0810000000000004,5.17545946324206,0.9328041100796991,-0.01152343750000006,1
127,20120713-13_m_41,level_zero,0.0067482730787481,0.0,0.0,0.0,0.0857411863238762,0.125,5.02436311878221,0.931227969788976,-0.001757812500000074,0
128,20120713-13_m_41,level_two,0.00736543436576437,9.17944462347808,0.110088313258914,0.0322321289341659,0.0183426388556502,0.332,5.04577086881995,0.8679361248421297,0.009765624999999835,2
129,20120713-13_m_41,level_two,0.00402187748303006,20.3894137918447,1.17839031338392,0.00789080411777346,0.0210570136908185,0.191,5.03949523637902,0.9305175725732614,-0.014062499999999993,2
130,20120713-13_m_41,level_three,0.0285690378602013,18.7941877585032,2.59680956709975,0.016104758145546,0.0183098400749868,0.165999999999999,4.93549187756218,0.9660046461407584,-0.014062500000000113,3
131,20120713-13_m_41,level_four,0.0203762390984601,276.63599275776,4.56908267140529,0.0111167145195048,0.0398739641177397,0.349,4.88319856480231,0.9165710890052109,-0.05195312500000003,4
132,20120713-13_m_41,level_four,0.0275315751152206,78.3736001112015,4.2987668726591,0.0535310670844156,0.0206556694458292,0.308,4.96999722177504,0.8625154351366344,-0.025195312500000122,4
133,20120713-13_m_41,level_three,0.0421032606720395,292.559945121588,5.37788641836771,0.0318234351166245,0.0379946856711792,0.0789999999999997,4.7970455661797,0.9481612394394113,-0.02792968750000008,3
134,20120713-13_m_41,level_four,0.000792946929773999,213.555876115895,5.30049326756044,0.0208965199299819,0.00275921265517456,0.426,4.69086487745539,0.9360921515807565,-0.02265624999999998,4
135,20120713-13_m_41,level_four,0.0102168445218233,87.1142052944746,5.11593692351081,0.0139384853069936,0.0617297582872805,0.187,4.92396618865109,0.9738471962058107,-0.021289062500000015,4
137,20120713-13_m_41,level_zero,0.030331963402937,16.8388564088491,3.02474751132301,0.0232015258460119,0.0102029832542132,0.103,4.76128372507723,0.9593243610277226,0.0039062499999999883,0
138,20120713-13_m_41,level_two,0.000420918079074139,9.97476154166241,2.01194205680585,0.0089432054339677,0.0101775352331395,0.0560000000000001,4.64772653191998,0.9131950907288315,-0.017578125000000052,2
139,20120713-13_m_41,level_two,0.0127268629918552,34.655291297961,3.60214153247651,0.00353724398191879,0.0452425958279356,0.105,4.70067567420972,1.010039952057531,0.003906250000000193,2
140,20120713-13_m_41,level_two,0.0506786682147256,31.9390868092679,3.87496436119698,0.0230975529476013,0.017847882998012,0.0780000000000003,4.55353084127809,0.9484393587900014,0.009765624999999925,2
142,20120713-13_m_41,level_zero,0.0295933491474902,29.9141472308483,3.78091516693758,0.0439985884844521,0.125117583244317,0.0560000000000001,4.32115885730599,0.9573637425712399,0.009374999999999967,0
143,20120713-13_m_41,level_four,0.0202431675202599,334.523285738862,5.45531450147663,0.0159392116005475,0.020569489332905,0.358000000000001,4.30519812043884,0.8838236490560557,-0.024609374999999916,4
144,20120713-13_m_41,level_two,0.00544948272513584,26.1175463113185,2.55328465533526,0.0238878353716576,0.00405742890302769,0.0709999999999997,4.62045966283852,1.0116381010665554,0.000195312499999965,2
145,20120713-13_m_41,level_two,0.00708518258016761,21.1838663841912,3.71523731079873,0.0251188586002869,0.0540950059049958,0.0759999999999996,4.4913334150985,0.933872178983412,-0.00839843750000011,2
146,20120713-13_m_41,level_three,0.00719390871846641,383.301144992153,5.70230757432667,0.055490819748664,0.00290234720457769,0.379,4.67139671809561,0.8281901449017341,0.02940848214285715,3
147,20120713-13_m_41,level_three,0.0170860408786938,506.371246884104,5.36598598765395,0.0026277781771948,0.0546905860495481,0.129,4.72669623318392,0.9305169965841467,-0.001953125000000069,3
148,20120713-13_m_41,level_three,0.0233790774639768,388.299470700455,5.26204660004844,0.0235534415278993,0.00846870149618985,0.187,4.61542978713638,0.952279454196839,-0.032421875000000176,3
149,20120713-13_m_41,level_four,0.0176048450453251,332.727402436835,5.21669561794787,0.00773458257995687,0.0332490145753005,0.105,4.64011888002907,0.9641033697582105,-0.013281249999999896,4
150,20120713-13_m_41,level_three,0.00443802210338576,29.8292996177283,4.47947608067401,0.00277130799170022,0.00359133827411843,0.209000000000001,4.54709589079817,0.9384534906872772,-0.014453125000000074,3
151,20120713-13_m_41,level_three,0.00580013363910189,201.039425831267,4.9123276415424,0.00369971812979701,0.0351921231310346,0.0800000000000001,4.42640728178171,0.9131414484770864,-0.028515625000000006,3
153,20120713-13_m_41,level_zero,0.0146067509520123,56.6115402746201,2.44445327494508,0.0670895707897492,0.0684132668366485,0.0940000000000003,4.418589257113,1.0233491426486683,-0.003710937499999995,0
154,20120713-13_m_41,level_three,0.00455771156656633,34.4313970413972,4.59344842029436,0.0122901911865563,0.0110725769171407,0.194000000000001,4.32972541299499,0.9227982044678767,-0.01035156250000006,3
